BEGIN;DTSTAMP;DTSTART;DTEND;SUMMARY;LOCATION;DESCRIPTION;UID;CREATED;LAST-MODIFIED;SEQUENCE;END
"VEVENT";"20251210T214451Z";"20251205T090000Z";"20251205T110000Z";"SAE1.05";"G_011_AMPHI";"RT1-S1 LACAN DAVID";"ADE60323032352d3230323653542d455449454e4e452d32323839322d302d30";"19700101T000000Z";"20251210T214451Z";"2142073524";"VEVENT"
